County_FIPS,County,State,Hispanic-2022-inactivity %
53035,Kitsap County,Washington,9.06
32017,Lincoln County,Nevada,9.08
26149,St. Joseph County,Michigan,9.09
51670,Hopewell City,Virginia,9.09
18037,Dubois County,Indiana,9.13
1103,Morgan County,Alabama,9.14
29097,Jasper County,Missouri,9.15
5033,Crawford County,Arkansas,9.16
19155,Pottawattamie County,Iowa,9.21
27131,Rice County,Minnesota,9.22
40071,Kay County,Oklahoma,9.23
42133,York County,Pennsylvania,9.24
18071,Jackson County,Indiana,9.24
8039,Elbert County,Colorado,9.24
27143,Sibley County,Minnesota,9.26
51710,Norfolk City,Virginia,9.28
27149,Stevens County,Minnesota,9.29
18157,Tippecanoe County,Indiana,9.3
56005,Campbell County,Wyoming,9.31
26145,Saginaw County,Michigan,9.31
1011,Bullock County,Alabama,9.35
39051,Fulton County,Ohio,9.37
38061,Mountrail County,North Dakota,9.38
19153,Polk County,Iowa,9.38
40087,Mcclain County,Oklahoma,9.39
48009,Archer County,Texas,9.39
19143,Osceola County,Iowa,9.39
24003,Anne Arundel County,Maryland,9.41
8061,Kiowa County,Colorado,9.41
49039,Sanpete County,Utah,9.42
20083,Hodgeman County,Kansas,9.46
16001,Ada County,Idaho,9.48
29159,Pettis County,Missouri,9.53
41007,Clatsop County,Oregon,9.54
16045,Gem County,Idaho,9.54
21211,Shelby County,Kentucky,9.55
56025,Natrona County,Wyoming,9.57
48277,Lamar County,Texas,9.58
34005,Burlington County,New Jersey,9.58
55121,Trempealeau County,Wisconsin,9.58
31035,Clay County,Nebraska,9.64
32029,Storey County,Nevada,9.64
25005,Bristol County,Massachusetts,9.65
48361,Orange County,Texas,9.67
51001,Accomack County,Virginia,9.67
13117,Forsyth County,Georgia,9.69
51131,Northampton County,Virginia,9.71
47177,Warren County,Tennessee,9.72
18181,White County,Indiana,9.72
10005,Sussex County,Delaware,9.72
22115,Vernon Parish,Louisiana,9.78
16005,Bannock County,Idaho,9.78
41005,Clackamas County,Oregon,9.8
55105,Rock County,Wisconsin,9.81
37155,Robeson County,North Carolina,9.85
12075,Levy County,Florida,9.85
48459,Upshur County,Texas,9.87
55009,Brown County,Wisconsin,9.87
19173,Taylor County,Iowa,9.88
31105,Kimball County,Nebraska,9.89
36055,Monroe County,New York,9.9
38105,Williams County,North Dakota,9.93
51149,Prince George County,Virginia,9.94
2020,Anchorage Municipality,Alaska,9.94
47105,Loudon County,Tennessee,9.95
56001,Albany County,Wyoming,9.97
42069,Lackawanna County,Pennsylvania,9.98
47149,Rutherford County,Tennessee,9.99
40033,Cotton County,Oklahoma,9.99
48365,Panola County,Texas,10
51820,Waynesboro City,Virginia,10.01
53037,Kittitas County,Washington,10.01
31111,Lincoln County,Nebraska,10.02
8035,Douglas County,Colorado,10.02
37005,Alleghany County,North Carolina,10.06
41039,Lane County,Oregon,10.07
1009,Blount County,Alabama,10.07
29095,Jackson County,Missouri,10.08
29009,Barry County,Missouri,10.09
41041,Lincoln County,Oregon,10.1
56041,Uinta County,Wyoming,10.11
31019,Buffalo County,Nebraska,10.11
34029,Ocean County,New Jersey,10.16
56003,Big Horn County,Wyoming,10.17
49003,Box Elder County,Utah,10.18
27129,Renville County,Minnesota,10.18
8049,Grand County,Colorado,10.18
18141,St. Joseph County,Indiana,10.19
27033,Cottonwood County,Minnesota,10.19
37095,Hyde County,North Carolina,10.23
40027,Cleveland County,Oklahoma,10.26
48119,Delta County,Texas,10.27
41037,Lake County,Oregon,10.28
8015,Chaffee County,Colorado,10.28
37077,Granville County,North Carolina,10.29
20155,Reno County,Kansas,10.3
12115,Sarasota County,Florida,10.3
51700,Newport News City,Virginia,10.32
45045,Greenville County,South Carolina,10.32
37069,Franklin County,North Carolina,10.33
15003,Honolulu County,Hawaii,10.34
13015,Bartow County,Georgia,10.36
53015,Cowlitz County,Washington,10.37
31039,Cuming County,Nebraska,10.37
49021,Iron County,Utah,10.4
8051,Gunnison County,Colorado,10.4
6057,Nevada County,California,10.4
19063,Emmet County,Iowa,10.41
13157,Jackson County,Georgia,10.43
6063,Plumas County,California,10.46
26139,Ottawa County,Michigan,10.46
53067,Thurston County,Washington,10.48
53049,Pacific County,Washington,10.48
53033,King County,Washington,10.49
53073,Whatcom County,Washington,10.54
12091,Okaloosa County,Florida,10.54
17011,Bureau County,Illinois,10.55
37183,Wake County,North Carolina,10.59
37159,Rowan County,North Carolina,10.6
48379,Rains County,Texas,10.63
31097,Johnson County,Nebraska,10.63
41043,Linn County,Oregon,10.63
40049,Garvin County,Oklahoma,10.65
5115,Pope County,Arkansas,10.65
13001,Appling County,Georgia,10.68
51041,Chesterfield County,Virginia,10.69
17187,Warren County,Illinois,10.82
13247,Rockdale County,Georgia,10.82
37035,Catawba County,North Carolina,10.85
18113,Noble County,Indiana,10.85
12103,Pinellas County,Florida,10.86
48065,Carson County,Texas,10.87
49043,Summit County,Utah,10.87
40093,Major County,Oklahoma,10.89
37089,Henderson County,North Carolina,10.9
16051,Jefferson County,Idaho,10.9
47037,Davidson County,Tennessee,10.95
12107,Putnam County,Florida,10.95
39143,Sandusky County,Ohio,10.99
27047,Freeborn County,Minnesota,11
12121,Suwannee County,Florida,11.01
39093,Lorain County,Ohio,11.02
17099,Lasalle County,Illinois,11.02
22087,St. Bernard Parish,Louisiana,11.04
18099,Marshall County,Indiana,11.04
41057,Tillamook County,Oregon,11.07
42043,Dauphin County,Pennsylvania,11.1
49011,Davis County,Utah,11.1
40149,Washita County,Oklahoma,11.12
34033,Salem County,New Jersey,11.17
45013,Beaufort County,South Carolina,11.19
39039,Defiance County,Ohio,11.2
2060,Bristol Bay Borough,Alaska,11.21
49019,Grand County,Utah,11.25
31153,Sarpy County,Nebraska,11.28
8097,Pitkin County,Colorado,11.28
49005,Cache County,Utah,11.29
47125,Montgomery County,Tennessee,11.31
53027,Grays Harbor County,Washington,11.32
26081,Kent County,Michigan,11.32
18127,Porter County,Indiana,11.32
10003,New Castle County,Delaware,11.33
13059,Clarke County,Georgia,11.36
8121,Washington County,Colorado,11.37
51069,Frederick County,Virginia,11.4
48499,Wood County,Texas,11.4
51061,Fauquier County,Virginia,11.41
53011,Clark County,Washington,11.41
12001,Alachua County,Florida,11.42
12019,Clay County,Florida,11.45
55127,Walworth County,Wisconsin,11.5
56015,Goshen County,Wyoming,11.5
40067,Jefferson County,Oklahoma,11.5
17141,Ogle County,Illinois,11.5
20101,Lane County,Kansas,11.5
13057,Cherokee County,Georgia,11.5
48011,Armstrong County,Texas,11.51
34037,Sussex County,New Jersey,11.56
36111,Ulster County,New York,11.56
51610,Falls Church City,Virginia,11.57
42071,Lancaster County,Pennsylvania,11.59
29169,Pulaski County,Missouri,11.59
40017,Canadian County,Oklahoma,11.6
18097,Marion County,Indiana,11.61
49053,Washington County,Utah,11.62
13097,Douglas County,Georgia,11.62
53061,Snohomish County,Washington,11.63
34025,Monmouth County,New Jersey,11.66
8113,San Miguel County,Colorado,11.67
53041,Lewis County,Washington,11.68
12039,Gadsden County,Florida,11.68
12047,Hamilton County,Florida,11.7
15007,Kauai County,Hawaii,11.73
6089,Shasta County,California,11.73
11001,District Of Columbia,District of Columbia,11.75
29195,Saline County,Missouri,11.76
17063,Grundy County,Illinois,11.77
12031,Duval County,Florida,11.78
29119,Mcdonald County,Missouri,11.79
12035,Flagler County,Florida,11.79
48059,Callahan County,Texas,11.87
24021,Frederick County,Maryland,11.91
37025,Cabarrus County,North Carolina,11.91
38053,Mckenzie County,North Dakota,11.92
37195,Wilson County,North Carolina,11.92
48343,Morris County,Texas,11.93
8103,Rio Blanco County,Colorado,11.97
47033,Crockett County,Tennessee,11.98
37197,Yadkin County,North Carolina,12.01
19167,Sioux County,Iowa,12.01
9011,New London County,Connecticut,12.01
53045,Mason County,Washington,12.05
37171,Surry County,North Carolina,12.05
15009,Maui County,Hawaii,12.05
12009,Brevard County,Florida,12.06
48337,Montague County,Texas,12.08
51630,Fredericksburg City,Virginia,12.1
37037,Chatham County,North Carolina,12.11
20035,Cowley County,Kansas,12.2
17091,Kankakee County,Illinois,12.24
20159,Rice County,Kansas,12.25
13131,Grady County,Georgia,12.27
4017,Navajo County,Arizona,12.27
13279,Toombs County,Georgia,12.29
13115,Floyd County,Georgia,12.3
28123,Scott County,Mississippi,12.31
26159,Van Buren County,Michigan,12.33
31001,Adams County,Nebraska,12.33
19179,Wapello County,Iowa,12.34
16043,Fremont County,Idaho,12.35
34041,Warren County,New Jersey,12.39
37179,Union County,North Carolina,12.4
20169,Saline County,Kansas,12.42
40075,Kiowa County,Oklahoma,12.46
19171,Tama County,Iowa,12.46
13109,Evans County,Georgia,12.48
48455,Trinity County,Texas,12.5
46005,Beadle County,South Dakota,12.52
53053,Pierce County,Washington,12.57
42103,Pike County,Pennsylvania,12.6
38099,Walsh County,North Dakota,12.62
37177,Tyrrell County,North Carolina,12.63
51177,Spotsylvania County,Virginia,12.65
47063,Hamblen County,Tennessee,12.65
40055,Greer County,Oklahoma,12.66
13183,Long County,Georgia,12.66
8009,Baca County,Colorado,12.73
8069,Larimer County,Colorado,12.74
9015,Windham County,Connecticut,12.74
13069,Coffee County,Georgia,12.77
53039,Klickitat County,Washington,12.8
49027,Millard County,Utah,12.81
20079,Harvey County,Kansas,12.82
48393,Roberts County,Texas,12.83
13267,Tattnall County,Georgia,12.84
13179,Liberty County,Georgia,12.84
48299,Llano County,Texas,12.85
20135,Ness County,Kansas,12.85
13043,Candler County,Georgia,12.86
48417,Shackelford County,Texas,12.87
41051,Multnomah County,Oregon,12.93
8017,Cheyenne County,Colorado,12.99
13123,Gilmer County,Georgia,12.99
37051,Cumberland County,North Carolina,13.01
48225,Houston County,Texas,13.05
37151,Randolph County,North Carolina,13.05
25027,Worcester County,Massachusetts,13.08
8067,La Plata County,Colorado,13.08
17195,Whiteside County,Illinois,13.08
13277,Tift County,Georgia,13.1
49049,Utah County,Utah,13.11
6091,Sierra County,California,13.12
6003,Alpine County,California,13.19
8083,Montezuma County,Colorado,13.2
17037,Dekalb County,Illinois,13.2
48129,Donley County,Texas,13.21
27099,Mower County,Minnesota,13.21
6023,Humboldt County,California,13.23
20181,Sherman County,Kansas,13.31
20025,Clark County,Kansas,13.35
37191,Wayne County,North Carolina,13.44
32005,Douglas County,Nevada,13.46
49001,Beaver County,Utah,13.47
13161,Jeff Davis County,Georgia,13.52
48447,Throckmorton County,Texas,13.55
13063,Clayton County,Georgia,13.57
51047,Culpeper County,Virginia,13.58
48147,Fannin County,Texas,13.62
6109,Tuolumne County,California,13.62
37133,Onslow County,North Carolina,13.64
48467,Van Zandt County,Texas,13.66
20177,Shawnee County,Kansas,13.66
12061,Indian River County,Florida,13.74
48221,Hood County,Texas,13.77
13067,Cobb County,Georgia,13.8
27067,Kandiyohi County,Minnesota,13.81
49051,Wasatch County,Utah,13.82
20185,Stafford County,Kansas,13.82
49007,Carbon County,Utah,13.84
5061,Howard County,Arkansas,13.84
31013,Box Butte County,Nebraska,13.86
31055,Douglas County,Nebraska,13.87
8014,Broomfield County,Colorado,13.89
8057,Jackson County,Colorado,13.9
15001,Hawaii County,Hawaii,13.91
8043,Fremont County,Colorado,13.91
37063,Durham County,North Carolina,13.93
17161,Rock Island County,Illinois,13.94
51107,Loudoun County,Virginia,13.96
19069,Franklin County,Iowa,14.03
8013,Boulder County,Colorado,14.06
6017,El Dorado County,California,14.07
6093,Siskiyou County,California,14.1
12067,Lafayette County,Florida,14.12
47003,Bedford County,Tennessee,14.14
5057,Hempstead County,Arkansas,14.16
56043,Washakie County,Wyoming,14.17
40143,Tulsa County,Oklahoma,14.19
37001,Alamance County,North Carolina,14.19
37067,Forsyth County,North Carolina,14.26
16019,Bonneville County,Idaho,14.28
8111,San Juan County,Colorado,14.32
13233,Polk County,Georgia,14.38
37119,Mecklenburg County,North Carolina,14.42
48203,Harrison County,Texas,14.5
37085,Harnett County,North Carolina,14.52
36027,Dutchess County,New York,14.54
40011,Blaine County,Oklahoma,14.59
40047,Garfield County,Oklahoma,14.59
55059,Kenosha County,Wisconsin,14.61
45053,Jasper County,South Carolina,14.61
48367,Parker County,Texas,14.61
35031,Mckinley County,New Mexico,14.64
12085,Martin County,Florida,14.71
32021,Mineral County,Nevada,14.76
6043,Mariposa County,California,14.76
5071,Johnson County,Arkansas,14.79
19197,Wright County,Iowa,14.8
48213,Henderson County,Texas,14.86
40153,Woodward County,Oklahoma,14.86
41029,Jackson County,Oregon,14.86
34027,Morris County,New Jersey,14.87
41035,Klamath County,Oregon,14.94
6009,Calaveras County,California,14.94
40031,Comanche County,Oklahoma,14.97
48193,Hamilton County,Texas,15
49045,Tooele County,Utah,15.05
17201,Winnebago County,Illinois,15.05
4005,Coconino County,Arizona,15.05
13013,Barrow County,Georgia,15.09
8117,Summit County,Colorado,15.13
55101,Racine County,Wisconsin,15.14
37101,Johnston County,North Carolina,15.22
17111,Mchenry County,Illinois,15.26
31051,Dixon County,Nebraska,15.28
42075,Lebanon County,Pennsylvania,15.3
48023,Baylor County,Texas,15.35
8073,Lincoln County,Colorado,15.35
17043,Dupage County,Illinois,15.35
37093,Hoke County,North Carolina,15.38
6061,Placer County,California,15.49
48181,Grayson County,Texas,15.51
32011,Eureka County,Nevada,15.51
8077,Mesa County,Colorado,15.52
26127,Oceana County,Michigan,15.58
51013,Arlington County,Virginia,15.6
31029,Chase County,Nebraska,15.62
42095,Northampton County,Pennsylvania,15.63
4025,Yavapai County,Arizona,15.71
22051,Jefferson Parish,Louisiana,15.72
41053,Polk County,Oregon,15.73
56039,Teton County,Wyoming,15.76
2016,Aleutians West Census Area,Alaska,15.76
48159,Franklin County,Texas,15.78
5131,Sebastian County,Arkansas,15.78
8029,Delta County,Colorado,15.79
48373,Polk County,Texas,15.82
56021,Laramie County,Wyoming,15.84
36057,Montgomery County,New York,15.84
6075,San Francisco County,California,15.85
25019,Nantucket County,Massachusetts,15.87
48085,Collin County,Texas,15.9
32001,Churchill County,Nevada,15.95
16087,Washington County,Idaho,15.96
6005,Amador County,California,15.96
40015,Caddo County,Oklahoma,15.97
5015,Carroll County,Arkansas,15.98
1049,Dekalb County,Alabama,15.99
8059,Jefferson County,Colorado,16
1095,Marshall County,Alabama,16.01
6049,Modoc County,California,16.01
20173,Sedgwick County,Kansas,16.09
42101,Philadelphia County,Pennsylvania,16.1
37123,Montgomery County,North Carolina,16.12
40009,Beckham County,Oklahoma,16.25
51179,Stafford County,Virginia,16.27
31053,Dodge County,Nebraska,16.31
31123,Morrill County,Nebraska,16.32
16081,Teton County,Idaho,16.32
34035,Somerset County,New Jersey,16.37
12083,Marion County,Florida,16.44
31119,Madison County,Nebraska,16.45
48289,Leon County,Texas,16.51
19115,Louisa County,Iowa,16.53
55079,Milwaukee County,Wisconsin,16.6
45081,Saluda County,South Carolina,16.62
56037,Sweetwater County,Wyoming,16.65
13213,Murray County,Georgia,16.66
37079,Greene County,North Carolina,16.67
12127,Volusia County,Florida,16.69
20009,Barton County,Kansas,16.74
51510,Alexandria City,Virginia,16.76
48407,San Jacinto County,Texas,16.81
51059,Fairfax County,Virginia,16.83
5011,Bradley County,Arkansas,16.85
20061,Geary County,Kansas,16.92
8081,Moffat County,Colorado,17
13137,Habersham County,Georgia,17.02
12053,Hernando County,Florida,17.07
6041,Marin County,California,17.11
40073,Kingfisher County,Oklahoma,17.23
12081,Manatee County,Florida,17.28
13129,Gordon County,Georgia,17.28
41071,Yamhill County,Oregon,17.32
42079,Luzerne County,Pennsylvania,17.33
8075,Logan County,Colorado,17.36
2013,Aleutians East Borough,Alaska,17.36
32023,Nye County,Nevada,17.37
32033,White Pine County,Nevada,17.48
48161,Freestone County,Texas,17.5
5143,Washington County,Arkansas,17.59
18017,Cass County,Indiana,17.67
8115,Sedgwick County,Colorado,17.73
18023,Clinton County,Indiana,17.82
51640,Galax City,Virginia,17.89
36059,Nassau County,New York,17.9
48425,Somervell County,Texas,17.93
41067,Washington County,Oregon,17.93
48477,Washington County,Texas,17.94
5007,Benton County,Arkansas,17.97
48133,Eastland County,Texas,17.99
4015,Mohave County,Arizona,18.1
19039,Clarke County,Iowa,18.11
18039,Elkhart County,Indiana,18.13
16039,Elmore County,Idaho,18.15
35028,Los Alamos County,New Mexico,18.2
16083,Twin Falls County,Idaho,18.2
16011,Bingham County,Idaho,18.24
36105,Sullivan County,New York,18.32
13053,Chattahoochee County,Georgia,18.38
13271,Telfair County,Georgia,18.39
8007,Archuleta County,Colorado,18.41
40085,Love County,Oklahoma,18.59
48401,Rusk County,Texas,18.59
48237,Jack County,Texas,18.64
16075,Payette County,Idaho,18.67
12069,Lake County,Florida,18.68
48223,Hopkins County,Texas,18.69
48471,Walker County,Texas,18.73
56007,Carbon County,Wyoming,18.73
20069,Gray County,Kansas,18.73
42089,Monroe County,Pennsylvania,18.79
48001,Anderson County,Texas,18.81
51600,Fairfax City,Virginia,18.82
36085,Richmond County,New York,18.84
12101,Pasco County,Florida,18.87
48083,Coleman County,Texas,18.89
36047,Kings County,New York,18.89
8041,El Paso County,Colorado,18.93
40109,Oklahoma County,Oklahoma,18.96
40095,Marshall County,Oklahoma,19.02
34007,Camden County,New Jersey,19.04
19139,Muscatine County,Iowa,19.06
36079,Putnam County,New York,19.09
6007,Butte County,California,19.1
48333,Mills County,Texas,19.11
8063,Kit Carson County,Colorado,19.14
19193,Woodbury County,Iowa,19.15
29211,Sullivan County,Missouri,19.16
49057,Weber County,Utah,19.21
1059,Franklin County,Alabama,19.22
4007,Gila County,Arizona,19.31
36087,Rockland County,New York,19.44
9003,Hartford County,Connecticut,19.45
17197,Will County,Illinois,19.46
48419,Shelby County,Texas,19.59
35003,Catron County,New Mexico,19.6
48097,Cooke County,Texas,19.63
49035,Salt Lake County,Utah,19.71
48031,Blanco County,Texas,19.73
48359,Oldham County,Texas,19.75
51840,Winchester City,Virginia,19.88
53057,Skagit County,Washington,19.89
40039,Custer County,Oklahoma,19.92
48121,Denton County,Texas,20.06
32019,Lyon County,Nevada,20.07
20171,Scott County,Kansas,20.14
9009,New Haven County,Connecticut,20.17
48231,Hunt County,Texas,20.2
48183,Gregg County,Texas,20.22
6035,Lassen County,California,20.27
34001,Atlantic County,New Jersey,20.29
48099,Coryell County,Texas,20.31
24031,Montgomery County,Maryland,20.33
48035,Bosque County,Texas,20.36
34021,Mercer County,New Jersey,20.38
48433,Stonewall County,Texas,20.39
48285,Lavaca County,Texas,20.48
48503,Young County,Texas,20.49
37105,Lee County,North Carolina,20.52
20071,Greeley County,Kansas,20.52
6015,Del Norte County,California,20.77
48281,Lampasas County,Texas,20.78
13071,Colquitt County,Georgia,20.78
18089,Lake County,Indiana,20.89
48397,Rockwall County,Texas,20.92
48345,Motley County,Texas,20.93
24033,Prince George&#39;s County,Maryland,20.94
48485,Wichita County,Texas,20.95
48263,Kent County,Texas,20.95
48363,Palo Pinto County,Texas,20.96
8005,Arapahoe County,Colorado,20.99
48423,Smith County,Texas,21.02
48155,Foard County,Texas,21.1
41031,Jefferson County,Oregon,21.1
20119,Meade County,Kansas,21.14
48347,Nacogdoches County,Texas,21.19
8085,Montrose County,Colorado,21.19
51660,Harrisonburg City,Virginia,21.2
41065,Wasco County,Oregon,21.24
48497,Wise County,Texas,21.3
9001,Fairfield County,Connecticut,21.33
32009,Esmeralda County,Nevada,21.37
5149,Yell County,Arkansas,21.42
36103,Suffolk County,New York,21.43
17017,Cass County,Illinois,21.55
48301,Loving County,Texas,21.57
48019,Bandera County,Texas,21.78
35045,San Juan County,New Mexico,21.81
37163,Sampson County,North Carolina,21.88
12111,St. Lucie County,Florida,21.92
6001,Alameda County,California,22.22
48143,Erath County,Texas,22.23
13135,Gwinnett County,Georgia,22.3
48269,King County,Texas,22.32
48149,Fayette County,Texas,22.45
53047,Okanogan County,Washington,22.51
12043,Glades County,Florida,22.51
48051,Burleson County,Texas,22.52
48033,Borden County,Texas,22.56
12055,Highlands County,Florida,22.58
17093,Kendall County,Illinois,22.65
34003,Bergen County,New Jersey,22.68
48217,Hill County,Texas,22.72
31141,Platte County,Nebraska,22.76
20047,Edwards County,Kansas,22.78
48395,Robertson County,Texas,22.93
48053,Burnet County,Texas,23.06
34023,Middlesex County,New Jersey,23.17
53071,Walla Walla County,Washington,23.4
48081,Coke County,Texas,23.46
48005,Angelina County,Texas,23.52
17097,Lake County,Illinois,23.52
48293,Limestone County,Texas,23.54
20111,Lyon County,Kansas,23.61
16013,Blaine County,Idaho,23.65
36071,Orange County,New York,23.66
48245,Jefferson County,Texas,23.7
6081,San Mateo County,California,23.77
48049,Brown County,Texas,23.8
32015,Lander County,Nevada,23.81
12117,Seminole County,Florida,23.81
25009,Essex County,Massachusetts,23.86
37061,Duplin County,North Carolina,23.89
25025,Suffolk County,Massachusetts,23.95
8095,Phillips County,Colorado,24.07
6079,San Luis Obispo County,California,24.1
12099,Palm Beach County,Florida,24.17
40025,Cimarron County,Oklahoma,24.25
12071,Lee County,Florida,24.32
6067,Sacramento County,California,24.48
42011,Berks County,Pennsylvania,24.51
34013,Essex County,New Jersey,24.56
32027,Pershing County,Nevada,24.7
6085,Santa Clara County,California,24.72
6027,Inyo County,California,24.75
6033,Lake County,California,24.75
48073,Cherokee County,Texas,24.83
17007,Boone County,Illinois,24.86
53005,Benton County,Washington,24.89
48267,Kimble County,Texas,24.94
48197,Hardeman County,Texas,24.94
48171,Gillespie County,Texas,24.98
48251,Johnson County,Texas,25.11
48185,Grimes County,Texas,25.16
48233,Hutchinson County,Texas,25.22
20129,Morton County,Kansas,25.32
48491,Williamson County,Texas,25.34
48381,Randall County,Texas,25.41
44007,Providence County,Rhode Island,25.5
48157,Fort Bend County,Texas,25.53
31157,Scotts Bluff County,Nebraska,25.53
48287,Lee County,Texas,25.6
16073,Owyhee County,Idaho,25.61
19127,Marshall County,Iowa,25.68
40059,Harper County,Oklahoma,25.7
40065,Jackson County,Oklahoma,25.75
51153,Prince William County,Virginia,25.78
32007,Elko County,Nevada,25.8
16027,Canyon County,Idaho,25.83
48313,Madison County,Texas,25.88
48483,Wheeler County,Texas,25.88
48429,Stephens County,Texas,25.91
32510,Carson City,Nevada,25.91
48441,Taylor County,Texas,26.05
48259,Kendall County,Texas,26.06
48145,Falls County,Texas,26.08
48101,Cottle County,Texas,26.17
36061,New York County,New York,26.2
32031,Washoe County,Nevada,26.21
12087,Monroe County,Florida,26.29
36119,Westchester County,New York,26.34
17031,Cook County,Illinois,26.34
48319,Mason County,Texas,26.37
48041,Brazos County,Texas,26.78
48027,Bell County,Texas,26.81
48167,Galveston County,Texas,26.84
6013,Contra Costa County,California,26.95
48257,Kaufman County,Texas,27.01
48339,Montgomery County,Texas,27.08
6051,Mono County,California,27.35
48071,Chambers County,Texas,27.4
48331,Milam County,Texas,27.41
12093,Okeechobee County,Florida,27.51
48309,Mclennan County,Texas,27.58
48125,Dickens County,Texas,27.58
48045,Briscoe County,Texas,27.6
8125,Yuma County,Colorado,27.64
4012,La Paz County,Arizona,27.64
25013,Hampden County,Massachusetts,27.66
19021,Buena Vista County,Iowa,27.86
48063,Camp County,Texas,27.91
6045,Mendocino County,California,27.96
40007,Beaver County,Oklahoma,28.01
31151,Saline County,Nebraska,28.02
27165,Watonwan County,Minnesota,28.1
36081,Queens County,New York,28.19
48139,Ellis County,Texas,28.33
6103,Tehama County,California,28.4
48205,Hartley County,Texas,28.44
32013,Humboldt County,Nevada,28.45
48235,Irion County,Texas,28.5
48207,Haskell County,Texas,28.56
13003,Atkinson County,Georgia,28.62
48265,Kerr County,Texas,28.65
16031,Cassia County,Idaho,28.66
48253,Jones County,Texas,28.72
40141,Tillman County,Oklahoma,28.72
42077,Lehigh County,Pennsylvania,28.74
41047,Marion County,Oregon,28.74
8031,Denver County,Colorado,28.79
6097,Sonoma County,California,28.86
48015,Austin County,Texas,28.92
12105,Polk County,Florida,28.94
12021,Collier County,Florida,28.97
53007,Chelan County,Washington,29.04
41059,Umatilla County,Oregon,29.06
6095,Solano County,California,29.1
20203,Wichita County,Kansas,29.22
48091,Comal County,Texas,29.32
8037,Eagle County,Colorado,29.51
13259,Stewart County,Georgia,29.71
48007,Aransas County,Texas,29.72
48385,Real County,Texas,29.82
13139,Hall County,Georgia,29.82
48093,Comanche County,Texas,29.87
48151,Fisher County,Texas,29.93
16047,Gooding County,Idaho,29.98
48439,Tarrant County,Texas,30.53
12057,Hillsborough County,Florida,30.54
8045,Garfield County,Colorado,30.55
19047,Crawford County,Iowa,30.6
13101,Echols County,Georgia,30.63
48349,Navarro County,Texas,30.89
8123,Weld County,Colorado,30.99
41027,Hood River County,Oregon,31.08
6115,Yuba County,California,31.15
48411,San Saba County,Texas,31.23
20209,Wyandotte County,Kansas,31.28
48075,Childress County,Texas,31.31
31079,Hall County,Nebraska,31.36
48487,Wilbarger County,Texas,31.37
48179,Gray County,Texas,31.61
4021,Pinal County,Arizona,31.73
27105,Nobles County,Minnesota,31.74
48473,Waller County,Texas,31.97
48307,Mcculloch County,Texas,31.97
4013,Maricopa County,Arizona,32.09
48243,Jeff Davis County,Texas,32.11
12027,Desoto County,Florida,32.15
20081,Haskell County,Kansas,32.21
6113,Yolo County,California,32.29
8055,Huerfano County,Colorado,32.35
48089,Colorado County,Texas,32.4
48039,Brazoria County,Texas,32.5
12011,Broward County,Florida,32.54
16063,Lincoln County,Idaho,32.56
32003,Clark County,Nevada,32.64
35051,Sierra County,New Mexico,32.83
48453,Travis County,Texas,33.01
40057,Harmon County,Oklahoma,33.07
17089,Kane County,Illinois,33.07
8025,Crowley County,Colorado,33.2
6101,Sutter County,California,33.25
12095,Orange County,Florida,33.36
8011,Bent County,Colorado,33.41
4009,Graham County,Arizona,33.52
34011,Cumberland County,New Jersey,33.59
20093,Kearny County,Kansas,33.59
6059,Orange County,California,34.02
34039,Union County,New Jersey,34.03
53017,Douglas County,Washington,34.33
48211,Hemphill County,Texas,34.35
48239,Jackson County,Texas,34.47
6087,Santa Cruz County,California,34.52
35027,Lincoln County,New Mexico,34.76
8109,Saguache County,Colorado,34.76
48275,Knox County,Texas,34.86
5133,Sevier County,Arkansas,34.86
16077,Power County,Idaho,34.9
8065,Lake County,Colorado,34.91
6073,San Diego County,California,35.01
31047,Dawson County,Nebraska,35.2
48175,Goliad County,Texas,35.44
41045,Malheur County,Oregon,35.45
48399,Runnels County,Texas,35.83
4003,Cochise County,Arizona,35.87
6055,Napa County,California,35.97
48087,Collingsworth County,Texas,36.21
48327,Menard County,Texas,36.33
16067,Minidoka County,Idaho,36.35
48191,Hall County,Texas,36.65
48295,Lipscomb County,Texas,36.72
48123,Dewitt County,Texas,37.02
48291,Liberty County,Texas,37.13
48303,Lubbock County,Texas,37.63
13313,Whitfield County,Georgia,37.67
20075,Hamilton County,Kansas,37.94
48173,Glasscock County,Texas,38.23
35006,Cibola County,New Mexico,38.37
8087,Morgan County,Colorado,38.43
48431,Sterling County,Texas,38.46
4019,Pima County,Arizona,38.48
20189,Stevens County,Kansas,38.86
16053,Jerome County,Idaho,39
41049,Morrow County,Oregon,39.6
35035,Otero County,New Mexico,39.7
48095,Concho County,Texas,39.73
48187,Guadalupe County,Texas,39.76
16033,Clark County,Idaho,39.83
51683,Manassas City,Virginia,40
48353,Nolan County,Texas,40.11
48375,Potter County,Texas,40.36
8099,Prowers County,Colorado,40.43
20187,Stanton County,Kansas,40.5
8071,Las Animas County,Colorado,40.5
31043,Dakota County,Nebraska,40.58
48209,Hays County,Texas,40.79
48335,Mitchell County,Texas,41.35
35043,Sandoval County,New Mexico,41.41
48297,Live Oak County,Texas,41.46
48113,Dallas County,Texas,41.48
48493,Wilson County,Texas,41.53
34017,Hudson County,New Jersey,42.38
8001,Adams County,Colorado,42.4
48451,Tom Green County,Texas,42.73
35059,Union County,New Mexico,42.81
